"","dlttarget","situation","targetdose","truedrprob_targetdose","truedltprob_targetdose","n","dr_bias","dlt_bias","dr_variance","dlt_variance"
"123",30,"lowerDR",1,35.2,30.2,30,0.000777311009952781,-0.0957172101152828,0.0088054924168289,0.00763243000743569
"124",30,"lowerDR",1,35.2,30.2,40,-0.0250569245066766,-0.0902718515536584,0.00683920499506214,0.00489643801906882
"125",30,"lowerDR",1,35.2,30.2,50,-0.0416430674757693,-0.0891700021336469,0.00591587836261349,0.00403497347891696
"126",30,"lowerDR",1,35.2,30.2,60,-0.053162714981046,-0.0914253536239185,0.00507015837555234,0.00355790635766288
"127",30,"lowerDR",1,35.2,30.2,70,-0.0609029724057661,-0.0928867185712139,0.00457433034643224,0.00330362165603801
"128",30,"lowerDR",1,35.2,30.2,80,-0.0665970734902264,-0.0927390275573045,0.00419285370487251,0.00318648249291028
"129",30,"lowerDR",1,35.2,30.2,90,-0.0712154380359836,-0.092868589910057,0.00384446310250515,0.0030180219169937
"130",30,"lowerDR",1,35.2,30.2,100,-0.075121343019337,-0.0933205714566524,0.00349342505594843,0.00297464632707626
"131",30,"lowerDR",3,35.1,30.2,10,0.32574809337137,-0.0219569620705342,0.00777173348471768,0.013232579660227
"132",30,"lowerDR",3,35.1,30.2,20,0.203112258007307,-0.0490096221399433,0.0163010169552095,0.0148966694502338
"133",30,"lowerDR",3,35.1,30.2,30,0.134178551481437,-0.0344022099791827,0.0136472208375381,0.0140033350987171
"134",30,"lowerDR",3,35.1,30.2,40,0.0941002018599709,-0.0198112637077699,0.0101593589358957,0.0104157789780171
"135",30,"lowerDR",3,35.1,30.2,50,0.0708860450694099,-0.0121083445550088,0.00754259828916443,0.0083997038335296
"136",30,"lowerDR",3,35.1,30.2,60,0.0530179764109202,-0.0139161617381654,0.00599674784298452,0.0062049675526928
"137",30,"lowerDR",3,35.1,30.2,70,0.0401944009947273,-0.0150913608685135,0.00503608466830436,0.00499091995829236
"138",30,"lowerDR",3,35.1,30.2,80,0.0314259183550646,-0.0167805407017262,0.00437241519401862,0.00435041350464109
"139",30,"lowerDR",3,35.1,30.2,90,0.0231089560612309,-0.017131394548744,0.00355211693979255,0.00380717563448101
"140",30,"lowerDR",3,35.1,30.2,100,0.0180387977221445,-0.018197337644012,0.0031198302346327,0.00344556715369308
"141",30,"lowerDR",5,35.6,30.2,10,0.362063620400648,0.124093540166261,0.00529088633041686,0.0258152140542998
"142",30,"lowerDR",5,35.6,30.2,20,0.230424736596299,0.0174235738970898,0.0145781194251807,0.0216935975770214
"143",30,"lowerDR",5,35.6,30.2,30,0.154137542813502,-0.00420222865113752,0.0128506236535627,0.0133812623689649
"144",30,"lowerDR",5,35.6,30.2,40,0.108221928785091,-0.00762807848893724,0.00971654914549366,0.00932861286904907
"145",30,"lowerDR",5,35.6,30.2,50,0.0815226234684331,-0.00616522317271977,0.00689064692177965,0.00675725901540335
"146",30,"lowerDR",5,35.6,30.2,60,0.0629639560691849,-0.00432327369926497,0.00518594804872482,0.00532510660430841
"147",30,"lowerDR",5,35.6,30.2,70,0.0491271480476766,-0.00292756271313947,0.00421270267417454,0.00444043060288645
"148",30,"lowerDR",5,35.6,30.2,80,0.0401632507413789,-0.00134686791576573,0.00342022064183253,0.00374748018057878
"149",30,"lowerDR",5,35.6,30.2,90,0.0324929526539432,-0.00224150699676512,0.00287887981319446,0.00322747680986538
"150",30,"lowerDR",5,35.6,30.2,100,0.026749979970821,-0.00141406033228521,0.00244725662004719,0.0027290753949947
"151",30,"null",1,50.2,30.3,10,0.06918864663341,-0.0827219243477471,0.0062473337402826,0.0130569510082775
"152",30,"null",1,50.2,30.3,20,0.010977898265179,-0.0617840536129336,0.00851151360831947,0.0161362517082618
"153",30,"null",1,50.2,30.3,30,-0.0103464174533525,-0.0413925313187475,0.00748437296066057,0.0102553110481186
"154",30,"null",1,50.2,30.3,40,-0.0169794223695247,-0.0340931602956949,0.00676935396154111,0.00628390654895265
"155",30,"null",1,50.2,30.3,50,-0.0206237677200787,-0.0297030725743357,0.00614079990447079,0.00514754667842788
"156",30,"null",1,50.2,30.3,60,-0.0262666710987657,-0.0277325827131389,0.00545288801562655,0.00424846905654143
"157",30,"null",1,50.2,30.3,70,-0.0276914274940664,-0.0263366265635604,0.00529878705687172,0.00370542597222553
"158",30,"null",1,50.2,30.3,80,-0.0283686569133353,-0.0249703318174733,0.00504590869723258,0.00342782684503327
"159",30,"null",1,50.2,30.3,90,-0.0298977644788249,-0.0231516528548511,0.0046455279873691,0.0031895331268484
"160",30,"null",1,50.2,30.3,100,-0.0306721245555962,-0.0218129797148536,0.00429617651176058,0.00298705945768822
"161",30,"null",3,50.1,30,10,0.230960303461646,0.00674797935727852,0.00469581872308891,0.0134609277189783
"162",30,"null",3,50.1,30,20,0.165314997066783,-0.0158339119598622,0.0123224322557425,0.0231355447922251
"163",30,"null",3,50.1,30,30,0.128945724007795,0.0125953169567983,0.0119557119034487,0.0236122967270949
"164",30,"null",3,50.1,30,40,0.106362721152427,0.0388975915682043,0.0101745156987253,0.0191388261109737
"165",30,"null",3,50.1,30,50,0.0928440878055535,0.0476568932128212,0.00890933417018472,0.0151527117958265
"166",30,"null",3,50.1,30,60,0.0811174594766527,0.0512762134315675,0.00791443255042755,0.011553266390719
"167",30,"null",3,50.1,30,70,0.0730945875147551,0.0487629835285768,0.00703804362177536,0.00953039564508899
"168",30,"null",3,50.1,30,80,0.0646441484922736,0.0479737774229855,0.00656668411861738,0.0078161833934143
"169",30,"null",3,50.1,30,90,0.0586769073505829,0.0454245208658901,0.00598761681787037,0.00675793952614027
